"""user_id""","""role_id"""
817,1001
818,1001
819,1001
820,1001
821,1001
822,1001
823,1001
824,1001
825,1001
826,1001
827,1001
828,1001
829,1001
830,1001
831,1001
832,1001
833,1001
834,1001
835,1001
836,1001
837,1001
838,1001
839,1001
840,1001
841,1001
842,1001
843,1001
844,1001
845,1001
846,1001
847,1001
848,1001
849,1001
850,1001
851,1001
852,1001
853,1001
854,1001
855,1001
856,1001
857,1001
858,1001
859,1001
860,1001
861,1001
862,1001
863,1001
864,1001
865,1001
866,1001
867,1001
868,1001
869,1001
870,1001
871,1001
872,1001
873,1001
874,1001
875,1001
876,1001
877,1001
878,1001
879,1001
880,1001
881,1001
882,1001
883,1001
884,1001
885,1001
886,1001
887,1001
888,1001
889,1001
890,1001
891,1001
892,1001
893,1001
894,1001
895,1001
896,1001
897,1001
898,1001
899,1001
900,1001
901,1001
902,1001
903,1001
904,1001
905,1001
906,1001
907,1001
908,1001
909,1001
910,1001
911,1001
912,1001
913,1001
914,1001
915,1001
916,1001
917,1001
918,1001
919,1001
920,1001
921,1001
922,1001
923,1001
924,1001
925,1001
926,1001
927,1001
928,1001
929,1001
930,1001
931,1001
932,1001
933,1001
934,1001
935,1001
936,1001
937,1001
938,1001
939,1001
940,1001
941,1001
942,1001
943,1001
944,1001
945,1001
946,1001
947,1001
948,1001
949,1001
950,1001
951,1001
952,1001
953,1001
954,1001
955,1001
956,1001
957,1001
958,1001
959,1001
960,1001
961,1001
962,1001
963,1001
964,1001
965,1001
966,1001
967,1001
968,1001
969,1001
970,1001
971,1001
972,1001
973,1001
974,1001
975,1001
976,1001
977,1001
978,1001
979,1001
980,1001
981,1001
982,1001
983,1001
984,1001
985,1001
986,1001
987,1001
988,1001
989,1001
990,1001
991,1001
992,1001
993,1001
994,1001
995,1001
996,1001
997,1001
998,1001
999,1001
